,client_id,filepath,group,label
100,5,face-station/15.03.18/005_04_000_4_09,train,attack
101,5,face-station/15.03.18/005_04_000_4_10,train,attack
102,5,face-station/08.02.18/005_02_000_0_01,train,bonafide
103,5,face-station/08.02.18/005_02_000_0_00,train,bonafide
104,5,face-station/12.02.18/005_03_000_0_00,train,bonafide
105,5,face-station/12.02.18/005_03_000_0_01,train,bonafide
106,5,face-station/14.02.18/005_03_061_4_10,train,attack
107,5,face-station/14.02.18/005_03_061_4_09,train,attack
108,5,face-station/15.02.18/005_03_006_4_10,train,attack
109,5,face-station/16.02.18/005_03_043_4_09,train,attack
110,5,face-station/16.02.18/005_02_011_4_09,train,attack
111,5,face-station/16.02.18/005_02_010_4_10,train,attack
112,5,face-station/21.02.18/005_02_005_4_09,train,attack
113,5,face-station/21.02.18/005_02_006_4_10,train,attack
114,5,face-station/23.02.18/005_02_000_4_10,train,attack
115,5,face-station/23.02.18/005_03_000_4_09,train,attack
116,5,face-station/23.02.18/005_03_000_4_10,train,attack
117,5,face-station/23.02.18/005_02_000_4_09,train,attack
118,5,face-station/27.02.18/005_01_003_4_10,train,attack
119,5,face-station/27.02.18/005_01_007_4_09,train,attack
120,5,face-station/27.02.18/005_01_063_4_09,train,attack
121,5,face-station/28.02.18/005_01_062_4_10,train,attack
122,5,face-station/28.02.18/005_01_000_4_09,train,attack
123,5,face-station/28.02.18/005_01_000_4_10,train,attack
124,5,face-station/04.05.18/005_05_070_4_10,train,attack
125,5,face-station/15.05.18/005_05_000_0_00,train,bonafide
126,5,face-station/15.05.18/005_05_000_0_01,train,bonafide
127,5,face-station/22.05.18/005_06_007_4_10,train,attack
128,5,face-station/22.05.18/005_06_007_4_09,train,attack
129,5,face-station/23.05.18/005_05_072_4_09,train,attack
130,5,face-station/23.05.18/005_07_072_4_10,train,attack
131,5,face-station/23.05.18/005_07_018_4_09,train,attack
132,5,face-station/23.05.18/005_07_000_0_00,train,bonafide
133,5,face-station/23.05.18/005_07_000_0_01,train,bonafide
134,5,face-station/24.05.18/005_06_000_0_00,train,bonafide
135,5,face-station/24.05.18/005_06_000_0_01,train,bonafide
136,5,face-station/04.06.18/005_07_000_4_09,train,attack
137,5,face-station/04.06.18/005_07_000_4_10,train,attack
138,5,face-station/04.06.18/005_06_000_4_09,train,attack
139,5,face-station/04.06.18/005_06_000_4_10,train,attack
140,5,face-station/05.06.18/005_05_000_4_09,train,attack
141,5,face-station/05.06.18/005_05_000_4_10,train,attack
452,7,face-station/22.01.18/007_01_000_0_00,train,bonafide
453,7,face-station/22.01.18/007_01_000_0_01,train,bonafide
454,7,face-station/06.02.18/007_02_000_0_00,train,bonafide
455,7,face-station/06.02.18/007_02_000_0_01,train,bonafide
456,7,face-station/13.02.18/007_03_000_0_00,train,bonafide
457,7,face-station/13.02.18/007_03_000_0_01,train,bonafide
458,7,face-station/15.05.18/007_05_000_0_00,train,bonafide
459,7,face-station/15.05.18/007_05_000_0_01,train,bonafide
460,7,face-station/16.05.18/007_07_000_0_00,train,bonafide
461,7,face-station/16.05.18/007_07_000_0_01,train,bonafide
462,7,face-station/22.05.18/007_06_000_0_00,train,bonafide
463,7,face-station/22.05.18/007_06_000_0_01,train,bonafide
494,516,face-station/14.03.18/516_04_006_1_07,train,attack
495,516,face-station/30.01.18/516_01_029_1_07,train,attack
496,516,face-station/07.02.18/516_02_014_1_07,train,attack
497,516,face-station/07.02.18/516_02_059_1_07,train,attack
498,516,face-station/02.02.18/516_01_053_1_07,train,attack
499,516,face-station/08.02.18/516_03_002_1_07,train,attack
500,516,face-station/14.02.18/516_03_033_1_07,train,attack
501,516,face-station/14.02.18/516_03_032_1_07,train,attack
502,516,face-station/27.02.18/516_03_012_1_07,train,attack
503,516,face-station/04.05.18/516_05_071_1_07,train,attack
504,516,face-station/07.05.18/516_06_071_1_07,train,attack
505,516,face-station/23.05.18/516_07_068_1_07,train,attack
697,98,face-station/14.03.18/098_04_010_3_11,train,attack
698,98,face-station/14.03.18/098_04_010_3_12,train,attack
699,98,face-station/14.03.18/098_04_010_3_13,train,attack
700,98,face-station/14.03.18/098_04_010_3_14,train,attack
701,98,face-station/14.03.18/098_04_010_3_15,train,attack
702,98,face-station/24.01.18/098_01_011_3_11,train,attack
703,98,face-station/15.03.18/098_01_003_3_15,train,attack
704,98,face-station/15.03.18/098_04_000_3_15,train,attack
705,98,face-station/15.03.18/098_04_000_4_05,train,attack
706,98,face-station/15.03.18/098_04_000_4_06,train,attack
707,98,face-station/15.03.18/098_04_000_3_11,train,attack
708,98,face-station/15.03.18/098_04_000_3_12,train,attack
709,98,face-station/15.03.18/098_04_000_3_13,train,attack
710,98,face-station/15.03.18/098_04_000_3_14,train,attack
711,98,face-station/15.03.18/098_04_004_4_05,train,attack
712,98,face-station/15.03.18/098_04_004_4_06,train,attack
713,98,face-station/15.03.18/098_04_003_4_17,train,attack
714,98,face-station/15.03.18/098_04_003_4_18,train,attack
715,98,face-station/15.03.18/098_04_003_4_11,train,attack
716,98,face-station/15.03.18/098_04_003_4_12,train,attack
717,98,face-station/15.03.18/098_04_000_4_11,train,attack
718,98,face-station/15.03.18/098_04_000_4_12,train,attack
719,98,face-station/15.03.18/098_04_000_4_17,train,attack
720,98,face-station/15.03.18/098_04_000_4_18,train,attack
721,98,face-station/29.01.18/098_01_025_4_06,train,attack
722,98,face-station/29.01.18/098_01_023_3_12,train,attack
723,98,face-station/30.01.18/098_01_026_3_15,train,attack
724,98,face-station/31.01.18/098_01_035_3_13,train,attack
725,98,face-station/07.02.18/098_02_033_3_14,train,attack
726,98,face-station/07.02.18/098_02_037_3_11,train,attack
727,98,face-station/07.02.18/098_02_042_3_15,train,attack
728,98,face-station/07.02.18/098_02_063_3_12,train,attack
729,98,face-station/01.02.18/098_01_037_3_14,train,attack
730,98,face-station/01.02.18/098_01_039_3_11,train,attack
731,98,face-station/02.02.18/098_01_055_3_12,train,attack
732,98,face-station/02.02.18/098_01_059_3_15,train,attack
733,98,face-station/02.02.18/098_01_058_3_12,train,attack
734,98,face-station/02.02.18/098_01_052_3_15,train,attack
735,98,face-station/06.02.18/098_02_062_3_11,train,attack
736,98,face-station/06.02.18/098_02_007_3_11,train,attack
737,98,face-station/08.02.18/098_02_002_3_14,train,attack
738,98,face-station/08.02.18/098_03_052_3_15,train,attack
739,98,face-station/08.02.18/098_02_047_3_12,train,attack
740,98,face-station/08.02.18/098_02_006_3_12,train,attack
741,98,face-station/08.02.18/098_02_032_3_14,train,attack
742,98,face-station/09.02.18/098_03_010_3_15,train,attack
743,98,face-station/09.02.18/098_03_010_3_13,train,attack
744,98,face-station/09.02.18/098_03_049_3_14,train,attack
745,98,face-station/12.02.18/098_03_062_3_15,train,attack
746,98,face-station/13.02.18/098_03_036_3_15,train,attack
747,98,face-station/13.02.18/098_03_037_3_15,train,attack
748,98,face-station/14.02.18/098_03_017_4_06,train,attack
749,98,face-station/14.02.18/098_03_019_3_14,train,attack
750,98,face-station/14.02.18/098_03_018_3_12,train,attack
751,98,face-station/15.02.18/098_03_045_4_11,train,attack
752,98,face-station/15.02.18/098_03_045_4_12,train,attack
753,98,face-station/15.02.18/098_03_004_4_06,train,attack
754,98,face-station/15.02.18/098_03_006_4_12,train,attack
755,98,face-station/15.02.18/098_03_029_3_11,train,attack
756,98,face-station/15.02.18/098_03_029_4_18,train,attack
757,98,face-station/19.02.18/098_02_000_3_11,train,attack
758,98,face-station/19.02.18/098_02_000_3_14,train,attack
759,98,face-station/19.02.18/098_02_000_3_12,train,attack
760,98,face-station/19.02.18/098_02_000_3_13,train,attack
761,98,face-station/16.02.18/098_03_043_3_12,train,attack
762,98,face-station/16.02.18/098_03_043_4_11,train,attack
763,98,face-station/16.02.18/098_03_013_4_18,train,attack
764,98,face-station/16.02.18/098_02_011_3_15,train,attack
765,98,face-station/16.02.18/098_02_011_3_13,train,attack
766,98,face-station/16.02.18/098_02_010_4_06,train,attack
767,98,face-station/16.02.18/098_02_018_4_11,train,attack
768,98,face-station/16.02.18/098_02_018_4_12,train,attack
769,98,face-station/16.02.18/098_02_007_4_18,train,attack
770,98,face-station/16.02.18/098_02_038_4_18,train,attack
771,98,face-station/21.02.18/098_02_005_4_11,train,attack
772,98,face-station/21.02.18/098_02_006_4_12,train,attack
773,98,face-station/21.02.18/098_02_020_4_06,train,attack
774,98,face-station/22.02.18/098_03_000_3_11,train,attack
775,98,face-station/22.02.18/098_03_000_3_12,train,attack
776,98,face-station/22.02.18/098_03_000_3_13,train,attack
777,98,face-station/22.02.18/098_03_000_3_14,train,attack
778,98,face-station/23.02.18/098_03_000_4_06,train,attack
779,98,face-station/23.02.18/098_03_000_4_11,train,attack
780,98,face-station/23.02.18/098_03_000_4_12,train,attack
781,98,face-station/23.02.18/098_03_000_4_18,train,attack
782,98,face-station/23.02.18/098_02_000_4_06,train,attack
783,98,face-station/23.02.18/098_02_000_4_11,train,attack
784,98,face-station/23.02.18/098_02_000_4_12,train,attack
785,98,face-station/23.02.18/098_02_000_4_18,train,attack
786,98,face-station/23.02.18/098_02_000_3_15,train,attack
787,98,face-station/23.02.18/098_03_000_3_15,train,attack
788,98,face-station/23.02.18/098_02_000_4_05,train,attack
789,98,face-station/23.02.18/098_02_000_4_17,train,attack
790,98,face-station/23.02.18/098_03_000_4_05,train,attack
791,98,face-station/23.02.18/098_03_000_4_17,train,attack
792,98,face-station/23.02.18/098_03_004_4_05,train,attack
793,98,face-station/23.02.18/098_03_004_4_17,train,attack
794,98,face-station/23.02.18/098_02_004_4_05,train,attack
795,98,face-station/23.02.18/098_02_004_4_17,train,attack
796,98,face-station/27.02.18/098_01_038_4_18,train,attack
797,98,face-station/27.02.18/098_01_003_4_12,train,attack
798,98,face-station/27.02.18/098_01_038_4_11,train,attack
799,98,face-station/27.02.18/098_01_003_4_06,train,attack
800,98,face-station/27.02.18/098_01_003_4_18,train,attack
801,98,face-station/27.02.18/098_01_063_4_11,train,attack
802,98,face-station/28.02.18/098_01_062_3_14,train,attack
803,98,face-station/28.02.18/098_01_062_4_12,train,attack
804,98,face-station/28.02.18/098_01_000_4_06,train,attack
805,98,face-station/28.02.18/098_01_000_3_11,train,attack
806,98,face-station/28.02.18/098_01_000_3_12,train,attack
807,98,face-station/28.02.18/098_01_000_3_13,train,attack
808,98,face-station/28.02.18/098_01_000_3_14,train,attack
809,98,face-station/28.02.18/098_01_000_4_11,train,attack
810,98,face-station/28.02.18/098_01_000_4_12,train,attack
811,98,face-station/28.02.18/098_01_000_4_05,train,attack
812,98,face-station/28.02.18/098_01_000_4_17,train,attack
813,98,face-station/28.02.18/098_01_000_4_18,train,attack
814,98,face-station/28.02.18/098_01_004_4_05,train,attack
815,98,face-station/28.02.18/098_01_004_4_17,train,attack
816,98,face-station/28.02.18/098_01_000_3_15,train,attack
817,98,face-station/01.05.18/098_06_064_4_06,train,attack
818,98,face-station/03.05.18/098_06_003_3_15,train,attack
819,98,face-station/04.05.18/098_05_002_3_14,train,attack
820,98,face-station/04.05.18/098_05_002_3_13,train,attack
821,98,face-station/07.05.18/098_06_070_3_13,train,attack
822,98,face-station/07.05.18/098_06_071_4_17,train,attack
823,98,face-station/08.05.18/098_07_002_4_11,train,attack
824,98,face-station/15.05.18/098_05_005_4_12,train,attack
825,98,face-station/15.05.18/098_05_004_4_18,train,attack
826,98,face-station/15.05.18/098_05_018_3_11,train,attack
827,98,face-station/15.05.18/098_05_007_4_05,train,attack
828,98,face-station/15.05.18/098_05_007_4_17,train,attack
829,98,face-station/15.05.18/098_05_019_3_12,train,attack
830,98,face-station/15.05.18/098_05_006_3_15,train,attack
831,98,face-station/15.05.18/098_05_006_4_11,train,attack
832,98,face-station/16.05.18/098_07_069_3_13,train,attack
833,98,face-station/16.05.18/098_07_012_4_12,train,attack
834,98,face-station/16.05.18/098_07_019_3_15,train,attack
835,98,face-station/16.05.18/098_07_019_4_17,train,attack
836,98,face-station/22.05.18/098_06_069_3_12,train,attack
837,98,face-station/22.05.18/098_06_068_3_14,train,attack
838,98,face-station/22.05.18/098_06_068_3_11,train,attack
839,98,face-station/23.05.18/098_06_072_4_11,train,attack
840,98,face-station/23.05.18/098_07_068_4_18,train,attack
841,98,face-station/23.05.18/098_07_006_3_11,train,attack
842,98,face-station/23.05.18/098_07_005_3_14,train,attack
843,98,face-station/23.05.18/098_07_005_3_12,train,attack
844,98,face-station/23.05.18/098_07_005_4_05,train,attack
845,98,face-station/24.05.18/098_06_005_4_05,train,attack
846,98,face-station/24.05.18/098_05_014_4_06,train,attack
847,98,face-station/25.05.18/098_06_006_4_12,train,attack
848,98,face-station/25.05.18/098_06_006_4_18,train,attack
849,98,face-station/25.05.18/098_07_014_4_06,train,attack
850,98,face-station/04.06.18/098_07_000_4_11,train,attack
851,98,face-station/04.06.18/098_07_000_4_12,train,attack
852,98,face-station/04.06.18/098_07_000_4_17,train,attack
853,98,face-station/04.06.18/098_07_000_4_18,train,attack
854,98,face-station/04.06.18/098_06_000_4_18,train,attack
855,98,face-station/04.06.18/098_06_000_4_05,train,attack
856,98,face-station/04.06.18/098_07_000_3_15,train,attack
857,98,face-station/04.06.18/098_07_000_4_05,train,attack
858,98,face-station/04.06.18/098_07_000_4_06,train,attack
859,98,face-station/04.06.18/098_06_000_4_11,train,attack
860,98,face-station/04.06.18/098_06_000_4_12,train,attack
861,98,face-station/04.06.18/098_06_000_4_17,train,attack
862,98,face-station/04.06.18/098_06_000_4_06,train,attack
863,98,face-station/05.06.18/098_05_000_4_05,train,attack
864,98,face-station/05.06.18/098_05_000_4_06,train,attack
865,98,face-station/05.06.18/098_05_000_4_11,train,attack
866,98,face-station/05.06.18/098_05_000_4_12,train,attack
867,98,face-station/05.06.18/098_05_000_3_15,train,attack
868,98,face-station/05.06.18/098_06_000_3_15,train,attack
869,98,face-station/05.06.18/098_05_000_4_17,train,attack
870,98,face-station/05.06.18/098_05_000_4_18,train,attack
871,98,face-station/05.06.18/098_07_000_3_14,train,attack
872,98,face-station/05.06.18/098_05_000_3_11,train,attack
873,98,face-station/05.06.18/098_05_000_3_12,train,attack
874,98,face-station/05.06.18/098_05_000_3_13,train,attack
875,98,face-station/05.06.18/098_05_000_3_14,train,attack
876,98,face-station/05.06.18/098_06_000_3_14,train,attack
877,98,face-station/05.06.18/098_06_000_3_11,train,attack
878,98,face-station/05.06.18/098_06_000_3_12,train,attack
879,98,face-station/05.06.18/098_06_000_3_13,train,attack
880,98,face-station/05.06.18/098_07_000_3_11,train,attack
881,98,face-station/05.06.18/098_07_000_3_12,train,attack
882,98,face-station/05.06.18/098_07_000_3_13,train,attack
883,503,face-station/14.03.18/503_04_010_2_04,train,attack
884,503,face-station/31.01.18/503_01_019_2_04,train,attack
885,503,face-station/02.02.18/503_01_049_2_04,train,attack
886,503,face-station/06.02.18/503_02_003_2_04,train,attack
887,503,face-station/08.02.18/503_02_034_2_04,train,attack
888,503,face-station/09.02.18/503_02_000_2_04,train,attack
889,503,face-station/12.02.18/503_03_025_2_04,train,attack
890,503,face-station/13.02.18/503_03_046_2_04,train,attack
891,503,face-station/21.02.18/503_03_000_2_04,train,attack
892,503,face-station/27.02.18/503_01_000_2_04,train,attack
893,503,face-station/08.05.18/503_07_071_2_04,train,attack
894,503,face-station/15.05.18/503_05_004_2_04,train,attack
895,503,face-station/24.05.18/503_06_014_2_04,train,attack
896,503,face-station/29.05.18/503_06_000_2_04,train,attack
897,503,face-station/30.05.18/503_07_000_2_04,train,attack
898,503,face-station/30.05.18/503_05_000_2_04,train,attack
899,503,face-station/30.05.18/503_04_000_2_04,train,attack
935,506,face-station/14.03.18/506_04_010_2_07,train,attack
936,506,face-station/24.01.18/506_01_001_2_07,train,attack
937,506,face-station/30.01.18/506_01_031_2_07,train,attack
938,506,face-station/06.02.18/506_02_015_2_07,train,attack
939,506,face-station/06.02.18/506_02_061_2_07,train,attack
940,506,face-station/09.02.18/506_02_060_2_07,train,attack
941,506,face-station/09.02.18/506_02_000_2_07,train,attack
942,506,face-station/12.02.18/506_03_025_2_07,train,attack
943,506,face-station/12.02.18/506_03_035_2_07,train,attack
944,506,face-station/15.02.18/506_03_004_2_07,train,attack
945,506,face-station/21.02.18/506_03_000_2_07,train,attack
946,506,face-station/27.02.18/506_01_000_2_07,train,attack
947,506,face-station/03.05.18/506_07_064_2_07,train,attack
948,506,face-station/04.05.18/506_05_070_2_07,train,attack
949,506,face-station/23.05.18/506_06_019_2_07,train,attack
950,506,face-station/29.05.18/506_06_000_2_07,train,attack
951,506,face-station/30.05.18/506_05_000_2_07,train,attack
952,506,face-station/30.05.18/506_07_000_2_07,train,attack
953,506,face-station/30.05.18/506_04_000_2_07,train,attack
1136,501,face-station/14.03.18/501_04_010_2_02,train,attack
1137,501,face-station/26.01.18/501_01_017_2_02,train,attack
1138,501,face-station/31.01.18/501_01_032_2_02,train,attack
1139,501,face-station/07.02.18/501_02_036_2_02,train,attack
1140,501,face-station/01.02.18/501_01_045_2_02,train,attack
1141,501,face-station/08.02.18/501_02_005_2_02,train,attack
1142,501,face-station/09.02.18/501_02_000_2_02,train,attack
1143,501,face-station/14.02.18/501_03_053_2_02,train,attack
1144,501,face-station/21.02.18/501_03_000_2_02,train,attack
1145,501,face-station/27.02.18/501_01_000_2_02,train,attack
1146,501,face-station/22.05.18/501_05_068_2_02,train,attack
1147,501,face-station/22.05.18/501_06_068_2_02,train,attack
1148,501,face-station/23.05.18/501_07_072_2_02,train,attack
1149,501,face-station/29.05.18/501_06_000_2_02,train,attack
1150,501,face-station/30.05.18/501_07_000_2_02,train,attack
1151,501,face-station/30.05.18/501_05_000_2_02,train,attack
1152,501,face-station/30.05.18/501_04_000_2_02,train,attack
1186,513,face-station/14.03.18/513_04_006_1_04,train,attack
1187,513,face-station/29.01.18/513_01_020_1_04,train,attack
1188,513,face-station/07.02.18/513_02_030_1_04,train,attack
1189,513,face-station/02.02.18/513_01_050_1_04,train,attack
1190,513,face-station/06.02.18/513_02_058_1_04,train,attack
1191,513,face-station/12.02.18/513_03_009_1_04,train,attack
1192,513,face-station/20.04.18/513_06_066_1_04,train,attack
1193,513,face-station/02.05.18/513_05_003_1_04,train,attack
1194,513,face-station/16.05.18/513_07_007_1_04,train,attack
1204,515,face-station/14.03.18/515_04_006_1_06,train,attack
1205,515,face-station/29.01.18/515_01_021_1_06,train,attack
1206,515,face-station/02.02.18/515_01_048_1_06,train,attack
1207,515,face-station/06.02.18/515_02_046_1_06,train,attack
1208,515,face-station/09.02.18/515_02_013_1_06,train,attack
1209,515,face-station/12.02.18/515_03_005_1_06,train,attack
1210,515,face-station/13.02.18/515_03_055_1_06,train,attack
1211,515,face-station/15.05.18/515_05_006_1_06,train,attack
1212,515,face-station/24.05.18/515_06_014_1_06,train,attack
1213,515,face-station/25.05.18/515_07_014_1_06,train,attack
1252,14,face-station/24.01.18/014_01_000_0_00,train,bonafide
1253,14,face-station/07.02.18/014_02_000_0_00,train,bonafide
1254,14,face-station/15.02.18/014_03_000_0_00,train,bonafide
1255,14,face-station/24.05.18/014_05_000_0_00,train,bonafide
1256,14,face-station/24.05.18/014_06_000_0_00,train,bonafide
1257,14,face-station/25.05.18/014_07_000_0_00,train,bonafide
1258,14,face-station/25.05.18/014_07_000_0_02,train,bonafide
1286,15,face-station/25.01.18/015_01_000_0_00,train,bonafide
1287,15,face-station/25.01.18/015_01_000_0_02,train,bonafide
1288,15,face-station/06.02.18/015_02_000_0_00,train,bonafide
1289,15,face-station/12.02.18/015_03_000_0_00,train,bonafide
1299,21,face-station/29.01.18/021_01_000_0_00,train,bonafide
1300,21,face-station/06.02.18/021_02_000_0_00,train,bonafide
1301,21,face-station/12.02.18/021_03_000_0_00,train,bonafide
1312,28,face-station/30.01.18/028_01_000_0_00,train,bonafide
1313,28,face-station/30.01.18/028_01_000_0_01,train,bonafide
1314,28,face-station/07.02.18/028_02_000_0_00,train,bonafide
1315,28,face-station/07.02.18/028_02_000_0_01,train,bonafide
1316,28,face-station/07.02.18/028_03_000_0_00,train,bonafide
1317,28,face-station/07.02.18/028_03_000_0_01,train,bonafide
1337,29,face-station/30.01.18/029_01_000_0_00,train,bonafide
1338,29,face-station/30.01.18/029_01_000_0_01,train,bonafide
1339,29,face-station/07.02.18/029_02_000_0_00,train,bonafide
1340,29,face-station/07.02.18/029_02_000_0_01,train,bonafide
1341,29,face-station/15.02.18/029_03_000_0_00,train,bonafide
1342,29,face-station/15.02.18/029_03_000_0_01,train,bonafide
1343,34,face-station/31.01.18/034_01_000_0_00,train,bonafide
1344,34,face-station/08.02.18/034_02_000_0_00,train,bonafide
1345,34,face-station/08.02.18/034_03_000_0_00,train,bonafide
1358,32,face-station/31.01.18/032_01_000_0_00,train,bonafide
1359,32,face-station/31.01.18/032_01_000_0_01,train,bonafide
1360,32,face-station/08.02.18/032_02_000_0_00,train,bonafide
1361,32,face-station/08.02.18/032_02_000_0_01,train,bonafide
1362,32,face-station/14.02.18/032_03_000_0_00,train,bonafide
1363,37,face-station/07.02.18/037_02_000_0_00,train,bonafide
1364,37,face-station/01.02.18/037_01_000_0_00,train,bonafide
1365,37,face-station/13.02.18/037_03_000_0_00,train,bonafide
1372,45,face-station/07.02.18/045_02_000_0_00,train,bonafide
1373,45,face-station/01.02.18/045_01_000_0_00,train,bonafide
1374,45,face-station/15.02.18/045_03_000_0_00,train,bonafide
1389,38,face-station/01.02.18/038_01_000_0_00,train,bonafide
1390,38,face-station/08.02.18/038_02_000_0_00,train,bonafide
1391,38,face-station/14.02.18/038_03_000_0_00,train,bonafide
1392,38,face-station/01.05.18/038_05_000_0_00,train,bonafide
1393,38,face-station/04.05.18/038_06_000_0_00,train,bonafide
1394,38,face-station/07.05.18/038_07_000_0_00,train,bonafide
1395,40,face-station/01.02.18/040_01_000_0_00,train,bonafide
1396,40,face-station/01.02.18/040_01_000_0_02,train,bonafide
1397,41,face-station/01.02.18/041_01_000_0_00,train,bonafide
1398,41,face-station/01.02.18/041_01_000_0_01,train,bonafide
1406,46,face-station/01.02.18/046_01_000_0_00,train,bonafide
1407,46,face-station/06.02.18/046_02_000_0_00,train,bonafide
1408,46,face-station/06.02.18/046_02_000_0_02,train,bonafide
1409,46,face-station/13.02.18/046_03_000_0_00,train,bonafide
1418,54,face-station/02.02.18/054_01_000_0_00,train,bonafide
1419,54,face-station/08.02.18/054_02_000_0_00,train,bonafide
1420,54,face-station/08.02.18/054_03_000_0_00,train,bonafide
1435,61,face-station/02.02.18/061_01_000_0_00,train,bonafide
1436,61,face-station/06.02.18/061_02_000_0_00,train,bonafide
1437,61,face-station/14.02.18/061_03_000_0_00,train,bonafide
1452,62,face-station/06.02.18/062_02_000_0_01,train,bonafide
1453,62,face-station/06.02.18/062_02_000_0_00,train,bonafide
1454,62,face-station/12.02.18/062_03_000_0_01,train,bonafide
1455,62,face-station/12.02.18/062_03_000_0_00,train,bonafide
1456,62,face-station/28.02.18/062_01_000_0_01,train,bonafide
1457,62,face-station/28.02.18/062_01_000_0_00,train,bonafide
1493,533,face-station/11.04.18/533_01_003_1_14,train,attack
1494,533,face-station/11.04.18/533_01_004_1_14,train,attack
1495,533,face-station/11.04.18/533_04_019_1_14,train,attack
1496,533,face-station/20.04.18/533_05_066_1_14,train,attack
1497,533,face-station/24.04.18/533_07_067_1_14,train,attack
1498,533,face-station/03.05.18/533_06_003_1_14,train,attack
1499,533,face-station/24.05.18/533_06_008_1_14,train,attack
1500,533,face-station/25.06.18/533_07_019_1_14,train,attack
1501,533,face-station/25.06.18/533_05_004_1_14,train,attack
